accelX,accelY,accelZ,magnetX,magnetY,magnetZ,Time
0,0,-9.8100001920853,1,0,0,1.0199999809265
0,0,-9.8100001920853,1,0,0,1.0299999713898
0,0,-9.8100001920853,1,0,0,1.039999961853
0,0,-9.8100001920853,1,0,0,1.0499999523163
0,0,-9.8100001920853,1,0,0,1.0599999427795
0,0,-9.8100001920853,1,0,0,1.0700000524521
0,0,-9.8100001920853,1,0,0,1.0800000429153
0,0,-9.8100001920853,1,0,0,1.0900000333786
0,0,-9.8100001920853,1,0,0,1.1000000238419
0,0,-9.8100001920853,1,0,0,1.1100000143051
0,0,-9.8100001920853,1,0,0,1.1200000047684
0,0,-9.8100001920853,1,0,0,1.1299999952316
0,0,-9.8100001920853,1,0,0,1.1399999856949
0,0,-9.8100001920853,1,0,0,1.1499999761581
0,0,-9.8100001920853,1,0,0,1.1599999666214
0,0,-9.8100001920853,1,0,0,1.1699999570847
0,0,-9.8100001920853,1,0,0,1.1799999475479
0,0,-9.8100001920853,1,0,0,1.1900000572205
0,0,-9.8100001920853,1,0,0,1.2000000476837
0,0,-9.8100001920853,1,0,0,1.210000038147
0,0,-9.8100001920853,1,0,0,1.2200000286102
0,0,-9.8100001920853,1,0,0,1.2300000190735
0,0,-9.8100001920853,1,0,0,1.2400000095367
0,0,-9.8100001920853,1,0,0,1.25
0,0,-9.8100001920853,1,0,0,1.2599999904633
0,0,-9.8100001920853,1,0,0,1.2699999809265
0,0,-9.8100001920853,1,0,0,1.2799999713898
0,0,-9.8100001920853,1,0,0,1.289999961853
0,0,-9.8100001920853,1,0,0,1.2999999523163
0,0,-9.8100001920853,1,0,0,1.3099999427795
0,0,-9.8100001920853,1,0,0,1.3200000524521
0,0,-9.8100001920853,1,0,0,1.3300000429153
0,0,-9.8100001920853,1,0,0,1.3400000333786
0,0,-9.8100001920853,1,0,0,1.3500000238419
0,0,-9.8100001920853,1,0,0,1.3600000143051
0,0,-9.8100001920853,1,0,0,1.3700000047684
0,0,-9.8100001920853,1,0,0,1.3799999952316
0,0,-9.8100001920853,1,0,0,1.3899999856949
0,0,-9.8100001920853,1,0,0,1.3999999761581
0,0,-9.8100001920853,1,0,0,1.4099999666214
0,0,-9.8100001920853,1,0,0,1.4199999570847
0,0,-9.8100001920853,1,0,0,1.4299999475479
0,0,-9.8100001920853,1,0,0,1.4400000572205
0,0,-9.8100001920853,1,0,0,1.4500000476837
0,0,-9.8100001920853,1,0,0,1.460000038147
0,0,-9.8100001920853,1,0,0,1.4700000286102
0,0,-9.8100001920853,1,0,0,1.4800000190735
0,0,-9.8100001920853,1,0,0,1.4900000095367
0,0,-9.8100001920853,1,0,0,1.5
0,0,-9.8100001920853,1,0,0,1.5099999904633
0,0,-9.8100001920853,1,0,0,1.5199999809265
0,0,-9.8100001920853,1,0,0,1.5299999713898
0,0,-9.8100001920853,1,0,0,1.539999961853
0,0,-9.8100001920853,1,0,0,1.5499999523163
0,0,-9.8100001920853,1,0,0,1.5599999427795
0,0,-9.8100001920853,1,0,0,1.5700000524521
0,0,-9.8100001920853,1,0,0,1.5800000429153
0,0,-9.8100001920853,1,0,0,1.5900000333786
0,0,-9.8100001920853,1,0,0,1.6000000238419
0,0,-9.8100001920853,1,0,0,1.6100000143051
0,0,-9.8100001920853,1,0,0,1.6200000047684
0,0,-9.8100001920853,1,0,0,1.6299999952316
0,0,-9.8100001920853,1,0,0,1.6399999856949
0,0,-9.8100001920853,1,0,0,1.6499999761581
0,0,-9.8100001920853,1,0,0,1.6599999666214
0,0,-9.8100001920853,1,0,0,1.6699999570847
0,0,-9.8100001920853,1,0,0,1.6799999475479
0,0,-9.8100001920853,1,0,0,1.6900000572205
0,0,-9.8100001920853,1,0,0,1.7000000476837
0,0,-9.8100001920853,1,0,0,1.710000038147
0,0,-9.8100001920853,1,0,0,1.7200000286102
0,0,-9.8100001920853,1,0,0,1.7300000190735
0,0,-9.8100001920853,1,0,0,1.7400000095367
0,0,-9.8100001920853,1,0,0,1.75
0,0,-9.8100001920853,1,0,0,1.7599999904633
0,0,-9.8100001920853,1,0,0,1.7699999809265
0,0,-9.8100001920853,1,0,0,1.7799999713898
0,0,-9.8100001920853,1,0,0,1.789999961853
0,0,-9.8100001920853,1,0,0,1.7999999523163
0,0,-9.8100001920853,1,0,0,1.8099999427795
0,0,-9.8100001920853,1,0,0,1.8200000524521
0,0,-9.8100001920853,1,0,0,1.8300000429153
0,0,-9.8100001920853,1,0,0,1.8400000333786
0,0,-9.8100001920853,1,0,0,1.8500000238419
0,0,-9.8100001920853,1,0,0,1.8600000143051
0,0,-9.8100001920853,1,0,0,1.8700000047684
0,0,-9.8100001920853,1,0,0,1.8799999952316
0,0,-9.8100001920853,1,0,0,1.8899999856949
0,0,-9.8100001920853,1,0,0,1.8999999761581
0,0,-9.8100001920853,1,0,0,1.9099999666214
0,0,-9.8100001920853,1,0,0,1.9199999570847
0,0,-9.8100001920853,1,0,0,1.9299999475479
0,0,-9.8100001920853,1,0,0,1.9400000572205
-0.37015457625698,-0.4462823350817,-9.7909397451785,0.99862194061279,0.012150061316788,-0.051054395735264,1.9500000476837
-0.83671255952461,-1.0217498735439,-9.7189652773857,0.99476784467697,0.020786033943295,-0.1000242382288,1.960000038147
-1.268456629765,-1.5687643736536,-9.5987306073911,0.98882991075516,0.026320405304432,-0.14670585095882,1.9700000286102
-1.6660973569649,-2.085995994149,-9.43829074376,0.98116278648376,0.029141589999199,-0.19097226858139,1.9800000190735
-2.0307506401387,-2.5728203996887,-9.2448876504886,0.97208362817764,0.02960997633636,-0.23275887966156,1.9900000095367
-2.3638677126195,-3.0292299068619,-9.0249437277465,0.96187371015549,0.028057049959898,-0.27205109596252,2
-2.6671319398808,-3.4557118301826,-8.78409627081,0.95078033208847,0.024783842265606,-0.30887305736542,2.0099999904633
-2.9423144645448,-3.8530363733835,-8.527295258928,0.93901896476746,0.020062111318111,-0.34327960014343,2.0199999809265
-3.1912376519729,-4.2222112274424,-8.2588480588037,0.92677623033524,0.01413494348526,-0.37534779310226,2.0299999713898
-3.4157734604511,-4.5644731886795,-7.9824380510446,0.91421240568161,0.0072186067700386,-0.40517109632492,2.039999961853
-3.6177593893318,-4.8811628958776,-7.7012182280774,0.90146404504776,-0.00049588084220886,-0.43285372853279,2.0499999523163
-3.799009189243,-5.173724830281,-7.4178237670017,0.88864678144455,-0.0088407099246979,-0.45850706100464,2.0599999427795
-3.961219729835,-5.4435736708136,-7.1345229038404,0.87585759162903,-0.017669148743153,-0.48224610090256,2.0699999332428
-4.1059947485051,-5.6920924314328,-6.8532569804079,0.863176882267,-0.026854053139687,-0.50418704748154,2.0799999237061
-4.2349461317228,-5.9208275732005,-6.5754262401287,0.85067093372345,-0.036285489797592,-0.5244448184967,2.0899999141693
-4.3494457175753,-6.1310289309523,-6.3024509498617,0.83839327096939,-0.045869037508965,-0.54313236474991,2.0999999046326
-4.4509025970511,-6.3241372606428,-6.0351963082375,0.82638680934906,-0.055523991584778,-0.56035870313644,2.1099998950958
-4.5405503068417,-6.5014042597528,-5.7744883983406,0.81468540430069,-0.065182030200958,-0.57622820138931,2.1199998855591
-4.6195082966286,-6.6639712640433,-5.5210364222779,0.80331468582153,-0.074785605072975,-0.59084063768387,2.1300001144409
-4.688881580594,-6.8130736728508,-5.2751477164845,0.79229342937469,-0.084286823868752,-0.60429036617279,2.1400001049042
-4.7496061378811,-6.9497061386378,-5.0372758350325,0.78163504600525,-0.093645736575127,-0.61666613817215,2.1500000953674
-4.8025946645696,-7.0749201245411,-4.8075297426581,0.77134764194489,-0.10283017158508,-0.62805151939392,2.1600000858307
-4.8486420444392,-7.1896162194475,-4.5860957038674,0.76143574714661,-0.11181348562241,-0.63852435350418,2.1700000762939
-4.8884886789015,-7.2946763857934,-4.3729783752729,0.75190019607544,-0.12057536840439,-0.64815723896027,2.1800000667572
-4.9227962726144,-7.3908880567781,-4.1681833448099,0.74273884296417,-0.12909975647926,-0.65701764822006,2.1900000572205
-4.9521836893993,-7.4790321463434,-3.971544837068,0.73394811153412,-0.13737440109253,-0.66516798734665,2.2000000476837
-4.9771692102443,-7.5597023726024,-3.7831450412605,0.72552180290222,-0.14539086818695,-0.67266607284546,2.210000038147
-4.998282292008,-7.6336586947398,-3.6025250482105,0.71745240688324,-0.15314367413521,-0.67956531047821,2.2200000286102
-5.015938304539,-7.7013844691491,-3.4297267674319,0.70973163843155,-0.16062968969345,-0.6859148144722,2.2300000190735
-5.0305395791703,-7.7634021677696,-3.2645760416115,0.70234978199005,-0.16784778237343,-0.69176006317139,2.2400000095367
-5.0424656298331,-7.8202901418928,-3.106600923057,0.69529676437378,-0.17479926347733,-0.69714248180389,2.25
-5.0520140140758,-7.8723911182099,-2.9558693983133,0.68856209516525,-0.18148602545261,-0.70210045576096,2.2599999904633
-5.0594916026722,-7.9201968350168,-2.8118894962535,0.68213468790054,-0.18791161477566,-0.70666933059692,2.2699999809265
-5.0651424021253,-7.9639997275882,-2.6746737897318,0.67600357532501,-0.19408071041107,-0.71088111400604,2.2799999713898
-5.0692099532767,-8.004230066933,-2.5436942188736,0.67015761137009,-0.19999828934669,-0.71476531028748,2.289999961853
-5.0718921621642,-8.0411430354246,-2.4188811673197,0.66458570957184,-0.20567047595978,-0.71834921836853,2.2999999523163
-5.0733752932938,-8.075044106853,-2.2999340507233,0.65927690267563,-0.21110348403454,-0.72165739536285,2.3099999427795
-5.0738218624472,-8.1061670431732,-2.1867010635121,0.65422022342682,-0.21630454063416,-0.72471255064011,2.3199999332428
-5.0733785529227,-8.1347986917247,-2.0787542629834,0.64940506219864,-0.22128030657768,-0.72753566503525,2.3299999237061
-5.0721757498747,-8.1610936520474,-1.9761115770958,0.64482128620148,-0.2260380834341,-0.73014545440674,2.3399999141693
-5.0703247463456,-8.1852959306444,-1.8783590329845,0.64045822620392,-0.23058560490608,-0.73255962133408,2.3499999046326
-5.0679265908298,-8.2075983112794,-1.7852132757698,0.63630646467209,-0.2349299043417,-0.73479390144348,2.3599998950958
-5.0650781408707,-8.228092994883,-1.6967783807444,0.63235640525818,-0.23907849192619,-0.73686289787292,2.3699998855591
-5.061852970948,-8.2469802157991,-1.6126458465634,0.6285987496376,-0.24303893744946,-0.73877990245819,2.3800001144409
-5.0583209302515,-8.2644006037298,-1.5325701533248,0.6250251531601,-0.24681781232357,-0.74055695533752,2.3900001049042
-5.0545378981331,-8.2804873377971,-1.4563355834474,0.62162631750107,-0.25042307376862,-0.74220550060272,2.4000000953674
-5.0505667388636,-8.2953195804159,-1.3839133823481,0.61839431524277,-0.25386127829552,-0.74373579025269,2.4100000858307
-5.0464419113765,-8.3090491371588,-1.3148849205495,0.61532127857208,-0.25713968276978,-0.74515700340271,2.4200000762939
-5.0422439750708,-8.321641549092,-1.2497605627982,0.61239969730377,-0.26026454567909,-0.74647778272629,2.4300000667572
-5.0379272951425,-8.3334181224887,-1.187129821122,0.60962241888046,-0.26324248313904,-0.74770575761795,2.4400000572205
-5.0335896604573,-8.3442754805479,-1.127791770252,0.60698258876801,-0.26607990264893,-0.74884819984436,2.4500000476837
-5.0292543540783,-8.3542890603945,-1.0716100878528,0.60447335243225,-0.26878297328949,-0.74991172552109,2.460000038147
-5.0249264982797,-8.3635762086675,-1.0181432106296,0.60208851099014,-0.2713575065136,-0.75090253353119,2.4700000286102
-5.0206503308814,-8.3721471699146,-0.96755342153346,0.59982186555862,-0.27380949258804,-0.7518258690834,2.4800000190735
-5.0164132790295,-8.380114634162,-0.91936935494855,0.59766781330109,-0.27614402770996,-0.75268703699112,2.4900000095367
-5.0122255872716,-8.3875298241488,-0.87344316342324,0.59562075138092,-0.27836653590202,-0.75349056720734,2.5
-5.0081291651217,-8.3943880832626,-0.82998352141198,0.59367543458939,-0.28048205375671,-0.75424098968506,2.5099999904633
-5.0040951415814,-8.4007918569815,-0.7884902505083,0.59182703495026,-0.28249537944794,-0.75494182109833,2.5199999809265
-5.0001700827771,-8.4067206562099,-0.74922592545811,0.59007096290588,-0.28441151976585,-0.75559669733047,2.5299999713898
-4.9962683070361,-8.4123411876807,-0.71121277401983,0.58840209245682,-0.2862349152565,-0.75620937347412,2.539999961853
-4.9925751475419,-8.4174308653092,-0.67608247326668,0.58681643009186,-0.28796976804733,-0.75678265094757,2.5499999523163
-4.9889574251726,-8.4222104125351,-0.6424259322102,0.58530968427658,-0.2896203994751,-0.75731939077377,2.5599999427795
-4.9854658970062,-8.4266444391023,-0.61061009192735,0.58387839794159,-0.2911904156208,-0.75782203674316,2.5699999332428
-4.981979956775,-8.4309033770337,-0.57946550235828,0.5825183391571,-0.29268404841423,-0.75829315185547,2.5799999237061
-4.9786751587759,-8.4347981678558,-0.55047028877401,0.58122622966766,-0.29410463571548,-0.75873482227325,2.5899999141693
-4.9755659385083,-8.4383399874388,-0.52364377611705,0.57999861240387,-0.29545557498932,-0.75914925336838,2.5999999046326
-4.9724413514188,-8.4417868121237,-0.49710661372874,0.57883262634277,-0.2967401444912,-0.75953811407089,2.6099998950958
-4.9694345766295,-8.4450017374986,-0.47194868180027,0.57772445678711,-0.29796203970909,-0.75990343093872,2.6199998855591
-4.966629433168,-8.4479149143736,-0.44879606190268,0.57667177915573,-0.29912379384041,-0.7602464556694,2.6300001144409
-4.9638610769464,-8.4507088819648,-0.42623133935239,0.57567155361176,-0.30022862553596,-0.76056891679764,2.6400001049042
-4.9612063420736,-8.4533184476949,-0.40486025214393,0.57472145557404,-0.30127912759781,-0.76087200641632,2.6500000953674
-4.958666159872,-8.4557538561118,-0.38463582669718,0.57381868362427,-0.30227783322334,-0.76115715503693,2.6600000858307
-4.9562368050515,-8.4580253517634,-0.36550684027295,0.57296133041382,-0.30322715640068,-0.76142537593842,2.6700000762939
-4.9539178119508,-8.4601459731651,-0.3474372041232,0.57214689254761,-0.30412983894348,-0.76167780160904,2.6800000667572
-4.9515834520284,-8.4622339982782,-0.32940825512649,0.57137298583984,-0.30498778820038,-0.76191562414169,2.6900000572205
-4.9494707468683,-8.464082673501,-0.31325318526857,0.57063794136047,-0.30580335855484,-0.76213949918747,2.7000000476837
-4.9474665407829,-8.4658046888597,-0.29803781984381,0.56993961334229,-0.30657869577408,-0.76235049962997,2.710000038147
-4.9454129746034,-8.4675341547986,-0.28258258065981,0.56927591562271,-0.30731576681137,-0.76254975795746,2.7200000286102
-4.9436034149269,-8.4690307901049,-0.26906373563944,0.56864535808563,-0.30801644921303,-0.76273739337921,2.7300000190735
-4.9419023543251,-8.4704156667076,-0.25643084027993,0.56804668903351,-0.30868208408356,-0.76291441917419,2.7400000095367
-4.9403191060235,-8.471684127994,-0.24475199754131,0.56747770309448,-0.3093149960041,-0.7630814909935,2.75
-4.9383889400793,-8.4732077716537,-0.23059638984463,0.56693744659424,-0.30991619825363,-0.76323908567429,2.7599999904633
-4.9379218818303,-8.4735719187631,-0.22718374760694,0.56642413139343,-0.31048774719238,-0.76338791847229,2.7699999809265
-4.9356685469681,-8.4753060413146,-0.21082700276545,0.56593650579453,-0.31103086471558,-0.76352840662003,2.7799999713898
-4.9338981028378,-8.4766452831133,-0.19806135028961,0.56547313928604,-0.31154733896255,-0.76366120576859,2.789999961853
-4.9334412891366,-8.4769880098045,-0.19477964617893,0.56503278017044,-0.31203824281693,-0.76378673315048,2.7999999523163
-4.9314906340968,-8.4784306284041,-0.18083041373421,0.56461471319199,-0.31250441074371,-0.76390528678894,2.8099999427795
-4.930088062366,-8.4794532205424,-0.170853708439,0.56421768665314,-0.31294745206833,-0.76401722431183,2.8199999332428
-4.9288475407555,-8.4803482214941,-0.16206689864359,0.56384032964706,-0.31336870789528,-0.76412308216095,2.8299999237061
-4.9283613903947,-8.4806937421529,-0.15864485586911,0.56348204612732,-0.31376868486404,-0.76422333717346,2.8399999141693
-4.9269597499865,-8.4816865319703,-0.14878159729963,0.56314116716385,-0.31414923071861,-0.76431822776794,2.8499999046326
-4.9261606752554,-8.4822509134237,-0.14317587967779,0.56281751394272,-0.31451067328453,-0.76440793275833,2.8599998950958
-4.9249373831117,-8.4830984169263,-0.13463520096485,0.56251031160355,-0.31485387682915,-0.76449286937714,2.8699998855591
-4.9241592631376,-8.4836348587038,-0.12921782877286,0.5622181892395,-0.31518042087555,-0.76457315683365,2.8800001144409
-4.9229275890912,-8.4844749116262,-0.12067704819652,0.56194090843201,-0.31549018621445,-0.76464921236038,2.8900001049042
-4.922340855897,-8.4848725863467,-0.11661787894786,0.5616774559021,-0.31578451395035,-0.76472121477127,2.9000000953674
-4.9213299052903,-8.4855515204713,-0.10964385207804,0.56142753362656,-0.31606405973434,-0.7647892832756,2.9100000858307
-4.920691949357,-8.4859762035452,-0.10525712650911,0.56118977069855,-0.31632998585701,-0.76485389471054,2.9200000762939
-4.920691949357,-8.4859762035452,-0.10525716288889,0.56096386909485,-0.31658267974854,-0.76491504907608,2.9300000667572
-4.919083555347,-8.4870388425524,-0.094231999427237,0.5607488155365,-0.31682309508324,-0.76497316360474,2.9400000572205
-4.9185000817818,-8.4874216161123,-0.090242068187943,0.56054449081421,-0.3170517385006,-0.76502811908722,2.9500000476837
-4.9185000817818,-8.4874216161123,-0.090242053636029,0.56035077571869,-0.31726863980293,-0.76508021354675,2.960000038147
-4.9172441933495,-8.4882337293588,-0.081701505890324,0.560167491436,-0.3174737393856,-0.7651292681694,2.9700000286102
-4.9166067030775,-8.4886444425947,-0.077374581414178,0.55999290943146,-0.31766921281815,-0.76517599821091,2.9800000190735
-4.9166067030775,-8.4886444425947,-0.077374581414178,0.55982661247253,-0.31785535812378,-0.76522034406662,2.9900000095367
-4.9166067030775,-8.4886453739173,-0.077374464998862,0.55966854095459,-0.31803250312805,-0.76526248455048,3
-4.91515011464,-8.489572039835,-0.067511730298308,0.55951905250549,-0.31819981336594,-0.76530212163925,3.0099999904633
-4.9144865473371,-8.4899920662962,-0.063027244967511,0.55937731266022,-0.31835862994194,-0.76533967256546,3.0199999809265
-4.9144865473371,-8.4899920662962,-0.063027455970272,0.5592428445816,-0.31850942969322,-0.76537519693375,3.0299999713898
-4.9144865473371,-8.4899920662962,-0.063027361382828,0.55911493301392,-0.31865268945694,-0.76540911197662,3.039999961853
-4.9134495196995,-8.4906402667773,-0.056054498666172,0.55899405479431,-0.31878814101219,-0.76544094085693,3.0499999523163
-4.9127570813982,-8.4910705377864,-0.051408174217849,0.558877825737,-0.31891828775406,-0.76547157764435,3.0599999427795
-4.9127570813982,-8.4910705377864,-0.05140803961264,0.55876851081848,-0.31904077529907,-0.76550042629242,3.0699999332428
-4.9127570813982,-8.4910705377864,-0.051408043250618,0.5586644411087,-0.31915754079819,-0.76552760601044,3.0799999237061
-4.9117144658254,-8.4917112876873,-0.044435125964283,0.55856573581696,-0.31926810741425,-0.76555353403091,3.0899999141693
-4.9113396085069,-8.4919422556748,-0.041929926565218,0.5584716796875,-0.31937369704247,-0.76557815074921,3.0999999046326
-4.9113396085069,-8.4919422556748,-0.041929813787881,0.55838227272034,-0.31947377324104,-0.76560163497925,3.1099998950958
-4.9113396085069,-8.4919422556748,-0.041929930203197,0.55829679965973,-0.31956976652145,-0.76562392711639,3.1199998855591
-4.9113396085069,-8.4919422556748,-0.041929817425859,0.55821537971497,-0.31966111063957,-0.76564514636993,3.1300001144409
-4.9113396085069,-8.4919422556748,-0.041929813787881,0.55813956260681,-0.31974613666534,-0.76566487550735,3.1400001049042
-4.910291404999,-8.4925792802856,-0.034957831462054,0.55806660652161,-0.31982803344727,-0.76568388938904,3.1500000953674
-4.9096776634515,-8.4929518092977,-0.030879573739499,0.55799847841263,-0.31990429759026,-0.76570171117783,3.1600000858307
-4.9096781291127,-8.4929518092977,-0.03087957010152,0.55793184041977,-0.31997895240784,-0.76571899652481,3.1700000762939
-4.9096771977902,-8.4929518092977,-0.030879555549605,0.55786699056625,-0.32005155086517,-0.76573586463928,3.1800000667572
-4.9096776634515,-8.4929508779752,-0.030879551911627,0.55780756473541,-0.32011836767197,-0.76575124263763,3.1900000572205
-4.9096781291127,-8.4929518092977,-0.030879591929392,0.55775392055511,-0.32017856836319,-0.76576519012451,3.2000000476837
-4.9096771977902,-8.4929518092977,-0.030879551911627,0.55770015716553,-0.32023894786835,-0.76577907800674,3.210000038147
-4.9086266659759,-8.4935813833283,-0.023906003435998,0.55764865875244,-0.32029676437378,-0.76579236984253,3.2200000286102
-4.9082839392848,-8.4937844116399,-0.021632854323112,0.55760151147842,-0.3203496336937,-0.76580452919006,3.2300000190735
-4.908284404946,-8.4937844116399,-0.021632776106571,0.5575567483902,-0.32039967179298,-0.76581633090973,3.2400000095367
-4.9082839392848,-8.4937844116399,-0.021632854323112,0.55751198530197,-0.32044982910156,-0.76582789421082,3.25
-4.908284404946,-8.4937844116399,-0.021632777925561,0.55747258663177,-0.32049381732941,-0.76583808660507,3.2599999904633
-4.9082839392848,-8.4937844116399,-0.021632854323112,0.55743610858917,-0.32053479552269,-0.76584756374359,3.2699999809265
-4.908284404946,-8.4937844116399,-0.021632756097689,0.55739676952362,-0.32057899236679,-0.76585775613785,3.2799999713898
-4.9082839392848,-8.4937844116399,-0.021632854323112,0.55736017227173,-0.32061997056007,-0.76586711406708,3.289999961853
-4.908284404946,-8.4937844116399,-0.021632777925561,0.55732697248459,-0.32065737247467,-0.76587563753128,3.2999999523163
-4.9082839392848,-8.4937844116399,-0.021632854323112,0.5572971701622,-0.32069081068039,-0.76588332653046,3.3099999427795
-4.9075374842767,-8.4942277211644,-0.016701665233788,0.55727136135101,-0.32071986794472,-0.76589000225067,3.3199999332428
-4.9070196689498,-8.4945331949543,-0.013287697862382,0.55724537372589,-0.32074898481369,-0.76589673757553,3.3299999237061
-4.9070196689498,-8.4945331949543,-0.013287794268816,0.55721563100815,-0.32078236341476,-0.76590430736542,3.3399999141693
-4.9070196689498,-8.4945331949543,-0.013287696952887,0.55719470977783,-0.32080575823784,-0.76590979099274,3.3499999046326
-4.907020134611,-8.4945331949543,-0.013287794268816,0.55717366933823,-0.32082939147949,-0.76591515541077,3.3599998950958
-4.9070196689498,-8.4945331949543,-0.013287680581983,0.55714786052704,-0.32085829973221,-0.76592189073563,3.3699998855591
-4.907020134611,-8.4945331949543,-0.013287811549214,0.55713295936584,-0.32087498903275,-0.76592564582825,3.3800001144409
